[0m
[[0;33m*[0m] Function [0;33mfprintf[0m tear down of [0;33mddp[0m

  401dd0:	13200004 	beqz	t9,401de4 <_ftext@@Base+0x194>
  40a40c:	1000009c 	b	40a680 <change_admin_id_pwd@@Base+0x428>
  40a410:	2402ffff 	li	v0,-1
  40a414:	26240006 	addiu	a0,s1,6
  40a418:	8f8681ec 	lw	a2,-32276(gp)
  40a41c:	8f99828c 	lw	t9,-32116(gp)
  40a420:	0320f809 	jalr	t9
  40a424:	24070006 	li	a3,6
  40a428:	8fbc0018 	lw	gp,24(sp)
  40a42c:	1040000e 	beqz	v0,40a468 <change_admin_id_pwd@@Base+0x210>
  40a430:	2ab50026 	slti	s5,s5,38
  40a434:	8f8280d0 	lw	v0,-32560(gp)
  40a438:	8c440000 	lw	a0,0(v0)
  40a43c:	240202c3 	li	v0,707
  40a440:	afa20010 	sw	v0,16(sp)
  40a444:	02802821 	move	a1,s4
  40a448:	3c060041 	lui	a2,0x41
  40a44c:	24c64bac 	addiu	a2,a2,19372
  40a450:	3c070041 	lui	a3,0x41
[31m  40a454:	8f9981c0 	lw	t9,fprintf[0m
  40a458:	0320f809 	jalr	t9
  40a45c:	24e75438 	addiu	a3,a3,21560
--
  40a714:	a3a20120 	sb	v0,288(sp)
  40a718:	27a40121 	addiu	a0,sp,289
  40a71c:	00002821 	move	a1,zero
  40a720:	8f99812c 	lw	t9,-32468(gp)
  40a724:	0320f809 	jalr	t9
  40a728:	240600ff 	li	a2,255
  40a72c:	8fbc0018 	lw	gp,24(sp)
  40a730:	92130000 	lbu	s3,0(s0)
  40a734:	00139a00 	sll	s3,s3,0x8
  40a738:	92020001 	lbu	v0,1(s0)
  40a73c:	00539825 	or	s3,v0,s3
  40a740:	92140012 	lbu	s4,18(s0)
  40a744:	0014a200 	sll	s4,s4,0x8
  40a748:	92020013 	lbu	v0,19(s0)
  40a74c:	0054a025 	or	s4,v0,s4
  40a750:	3c150041 	lui	s5,0x41
  40a754:	26b54b90 	addiu	s5,s5,19344
  40a758:	8f8280d0 	lw	v0,-32560(gp)
  40a75c:	8c440000 	lw	a0,0(v0)
  40a760:	24020238 	li	v0,568
  40a764:	afa20010 	sw	v0,16(sp)
  40a768:	02a02821 	move	a1,s5
  40a76c:	3c060041 	lui	a2,0x41
  40a770:	24c64bac 	addiu	a2,a2,19372
  40a774:	3c070041 	lui	a3,0x41
[31m  40a778:	8f9981c0 	lw	t9,fprintf[0m
  40a77c:	0320f809 	jalr	t9
  40a780:	24e7544c 	addiu	a3,a3,21580
  40a784:	8fbc0018 	lw	gp,24(sp)
  40a788:	00131200 	sll	v0,s3,0x8
  40a78c:	3042ffff 	andi	v0,v0,0xffff
  40a790:	00139a02 	srl	s3,s3,0x8
  40a794:	00539825 	or	s3,v0,s3
  40a798:	3402fdfd 	li	v0,0xfdfd
  40a79c:	1262000d 	beq	s3,v0,40a7d4 <user_verification@@Base+0x124>
  40a7a0:	02a02821 	move	a1,s5
  40a7a4:	8f8280d0 	lw	v0,-32560(gp)
  40a7a8:	8c440000 	lw	a0,0(v0)
  40a7ac:	2402023c 	li	v0,572
  40a7b0:	afa20010 	sw	v0,16(sp)
  40a7b4:	3c060041 	lui	a2,0x41
  40a7b8:	24c64bac 	addiu	a2,a2,19372
  40a7bc:	3c070041 	lui	a3,0x41
[31m  40a7c0:	8f9981c0 	lw	t9,fprintf[0m
  40a7c4:	0320f809 	jalr	t9
  40a7c8:	24e7544c 	addiu	a3,a3,21580
  40a7cc:	1000008d 	b	40aa04 <user_verification@@Base+0x354>
  40a7d0:	2402ffff 	li	v0,-1
  40a7d4:	00141200 	sll	v0,s4,0x8
  40a7d8:	3042ffff 	andi	v0,v0,0xffff
  40a7dc:	0014a202 	srl	s4,s4,0x8
  40a7e0:	0054a025 	or	s4,v0,s4
  40a7e4:	24020002 	li	v0,2
  40a7e8:	1282000e 	beq	s4,v0,40a824 <user_verification@@Base+0x174>
  40a7ec:	26040006 	addiu	a0,s0,6
  40a7f0:	8f8280d0 	lw	v0,-32560(gp)
  40a7f4:	8c440000 	lw	a0,0(v0)
  40a7f8:	24020242 	li	v0,578
  40a7fc:	afa20010 	sw	v0,16(sp)
  40a800:	02a02821 	move	a1,s5
  40a804:	3c060041 	lui	a2,0x41
  40a808:	24c64bac 	addiu	a2,a2,19372
  40a80c:	3c070041 	lui	a3,0x41
[31m  40a810:	8f9981c0 	lw	t9,fprintf[0m
  40a814:	0320f809 	jalr	t9
  40a818:	24e7544c 	addiu	a3,a3,21580
  40a81c:	10000079 	b	40aa04 <user_verification@@Base+0x354>
  40a820:	2402ffff 	li	v0,-1
  40a824:	24050006 	li	a1,6
  40a828:	8f8681ec 	lw	a2,-32276(gp)
  40a82c:	8f99828c 	lw	t9,-32116(gp)
  40a830:	0320f809 	jalr	t9
  40a834:	24070006 	li	a3,6
  40a838:	8fbc0018 	lw	gp,24(sp)
  40a83c:	1040000e 	beqz	v0,40a878 <user_verification@@Base+0x1c8>
  40a840:	2ad6001a 	slti	s6,s6,26
  40a844:	8f8280d0 	lw	v0,-32560(gp)
  40a848:	8c440000 	lw	a0,0(v0)
  40a84c:	24020250 	li	v0,592
  40a850:	afa20010 	sw	v0,16(sp)
  40a854:	02a02821 	move	a1,s5
  40a858:	3c060041 	lui	a2,0x41
  40a85c:	24c64bac 	addiu	a2,a2,19372
  40a860:	3c070041 	lui	a3,0x41
[31m  40a864:	8f9981c0 	lw	t9,fprintf[0m
  40a868:	0320f809 	jalr	t9
  40a86c:	24e7544c 	addiu	a3,a3,21580
--
  40aa54:	afbc0018 	sw	gp,24(sp)
  40aa58:	00808021 	move	s0,a0
  40aa5c:	00a08821 	move	s1,a1
  40aa60:	afa00020 	sw	zero,32(sp)
  40aa64:	3c020041 	lui	v0,0x41
  40aa68:	90424ee0 	lbu	v0,20192(v0)
  40aa6c:	a3a20028 	sb	v0,40(sp)
  40aa70:	27a40029 	addiu	a0,sp,41
  40aa74:	00002821 	move	a1,zero
  40aa78:	8f99812c 	lw	t9,-32468(gp)
  40aa7c:	0320f809 	jalr	t9
  40aa80:	240600ff 	li	a2,255
  40aa84:	8fbc0018 	lw	gp,24(sp)
  40aa88:	a7a00128 	sh	zero,296(sp)
  40aa8c:	a7a0012a 	sh	zero,298(sp)
  40aa90:	3c120041 	lui	s2,0x41
  40aa94:	26524b90 	addiu	s2,s2,19344
  40aa98:	8f8280d0 	lw	v0,-32560(gp)
  40aa9c:	8c440000 	lw	a0,0(v0)
  40aaa0:	24020046 	li	v0,70
  40aaa4:	afa20010 	sw	v0,16(sp)
  40aaa8:	02402821 	move	a1,s2
  40aaac:	3c060041 	lui	a2,0x41
  40aab0:	24c64bac 	addiu	a2,a2,19372
  40aab4:	3c070041 	lui	a3,0x41
[31m  40aab8:	8f9981c0 	lw	t9,fprintf[0m
  40aabc:	0320f809 	jalr	t9
  40aac0:	24e7547c 	addiu	a3,a3,21628
  40aac4:	8fbc0018 	lw	gp,24(sp)
  40aac8:	2a31013d 	slti	s1,s1,317
  40aacc:	1220000e 	beqz	s1,40ab08 <general_report@@Base+0xdc>
  40aad0:	27b30024 	addiu	s3,sp,36
  40aad4:	8f8280d0 	lw	v0,-32560(gp)
  40aad8:	8c440000 	lw	a0,0(v0)
  40aadc:	2402004b 	li	v0,75
  40aae0:	afa20010 	sw	v0,16(sp)
  40aae4:	02402821 	move	a1,s2
  40aae8:	3c060041 	lui	a2,0x41
  40aaec:	24c64bac 	addiu	a2,a2,19372
  40aaf0:	3c070041 	lui	a3,0x41
[31m  40aaf4:	8f9981c0 	lw	t9,fprintf[0m
  40aaf8:	0320f809 	jalr	t9
  40aafc:	24e7547c 	addiu	a3,a3,21628
--
  40ae50:	8fbc0020 	lw	gp,32(sp)
  40ae54:	a7a00130 	sh	zero,304(sp)
  40ae58:	a7a00132 	sh	zero,306(sp)
  40ae5c:	92120000 	lbu	s2,0(s0)
  40ae60:	00129200 	sll	s2,s2,0x8
  40ae64:	92020001 	lbu	v0,1(s0)
  40ae68:	00529025 	or	s2,v0,s2
  40ae6c:	92140010 	lbu	s4,16(s0)
  40ae70:	0014a200 	sll	s4,s4,0x8
  40ae74:	92020011 	lbu	v0,17(s0)
  40ae78:	0054a025 	or	s4,v0,s4
  40ae7c:	92130012 	lbu	s3,18(s0)
  40ae80:	00139a00 	sll	s3,s3,0x8
  40ae84:	92020013 	lbu	v0,19(s0)
  40ae88:	00539825 	or	s3,v0,s3
  40ae8c:	3c150041 	lui	s5,0x41
  40ae90:	26b54b90 	addiu	s5,s5,19344
  40ae94:	8f8280d0 	lw	v0,-32560(gp)
  40ae98:	8c440000 	lw	a0,0(v0)
  40ae9c:	240200a7 	li	v0,167
  40aea0:	afa20010 	sw	v0,16(sp)
  40aea4:	02a02821 	move	a1,s5
  40aea8:	3c060041 	lui	a2,0x41
  40aeac:	24c64bac 	addiu	a2,a2,19372
  40aeb0:	3c070041 	lui	a3,0x41
[31m  40aeb4:	8f9981c0 	lw	t9,fprintf[0m
  40aeb8:	0320f809 	jalr	t9
  40aebc:	24e75470 	addiu	a3,a3,21616
  40aec0:	8fbc0020 	lw	gp,32(sp)
  40aec4:	00121200 	sll	v0,s2,0x8
  40aec8:	3042ffff 	andi	v0,v0,0xffff
  40aecc:	00129202 	srl	s2,s2,0x8
  40aed0:	00529025 	or	s2,v0,s2
  40aed4:	3402fdfd 	li	v0,0xfdfd
  40aed8:	1242000d 	beq	s2,v0,40af10 <discovery@@Base+0x128>
  40aedc:	02a02821 	move	a1,s5
  40aee0:	8f8280d0 	lw	v0,-32560(gp)
  40aee4:	8c440000 	lw	a0,0(v0)
  40aee8:	240200ac 	li	v0,172
  40aeec:	afa20010 	sw	v0,16(sp)
  40aef0:	3c060041 	lui	a2,0x41
  40aef4:	24c64bac 	addiu	a2,a2,19372
  40aef8:	3c070041 	lui	a3,0x41
[31m  40aefc:	8f9981c0 	lw	t9,fprintf[0m
  40af00:	0320f809 	jalr	t9
  40af04:	24e75470 	addiu	a3,a3,21616
  40af08:	100001c2 	b	40b614 <discovery@@Base+0x82c>
  40af0c:	2402ffff 	li	v0,-1
  40af10:	00131200 	sll	v0,s3,0x8
  40af14:	3042ffff 	andi	v0,v0,0xffff
  40af18:	00139a02 	srl	s3,s3,0x8
  40af1c:	00539825 	or	s3,v0,s3
  40af20:	24020002 	li	v0,2
  40af24:	1262000c 	beq	s3,v0,40af58 <discovery@@Base+0x170>
  40af28:	3c060041 	lui	a2,0x41
  40af2c:	8f8280d0 	lw	v0,-32560(gp)
  40af30:	8c440000 	lw	a0,0(v0)
  40af34:	240200b2 	li	v0,178
  40af38:	afa20010 	sw	v0,16(sp)
  40af3c:	24c64bac 	addiu	a2,a2,19372
  40af40:	3c070041 	lui	a3,0x41
[31m  40af44:	8f9981c0 	lw	t9,fprintf[0m
  40af48:	0320f809 	jalr	t9
  40af4c:	24e75470 	addiu	a3,a3,21616
  40af50:	100001b0 	b	40b614 <discovery@@Base+0x82c>
  40af54:	2402ffff 	li	v0,-1
  40af58:	00141200 	sll	v0,s4,0x8
  40af5c:	3042ffff 	andi	v0,v0,0xffff
  40af60:	0014a202 	srl	s4,s4,0x8
  40af64:	0054a025 	or	s4,v0,s4
  40af68:	24027777 	li	v0,30583
  40af6c:	16820016 	bne	s4,v0,40afc8 <discovery@@Base+0x1e0>
  40af70:	26040006 	addiu	a0,s0,6
  40af74:	24050006 	li	a1,6
  40af78:	8f8681ec 	lw	a2,-32276(gp)
  40af7c:	8f99828c 	lw	t9,-32116(gp)
  40af80:	0320f809 	jalr	t9
  40af84:	24070006 	li	a3,6
  40af88:	8fbc0020 	lw	gp,32(sp)
  40af8c:	10400044 	beqz	v0,40b0a0 <discovery@@Base+0x2b8>
  40af90:	2ad601f9 	slti	s6,s6,505
  40af94:	8f8280d0 	lw	v0,-32560(gp)
  40af98:	8c440000 	lw	a0,0(v0)
  40af9c:	240200bb 	li	v0,187
  40afa0:	afa20010 	sw	v0,16(sp)
  40afa4:	02a02821 	move	a1,s5
  40afa8:	3c060041 	lui	a2,0x41
  40afac:	24c64bac 	addiu	a2,a2,19372
  40afb0:	3c070041 	lui	a3,0x41
[31m  40afb4:	8f9981c0 	lw	t9,fprintf[0m
  40afb8:	0320f809 	jalr	t9
  40afbc:	24e75470 	addiu	a3,a3,21616
--
  40b024:	92030009 	lbu	v1,9(s0)
  40b028:	14620008 	bne	v1,v0,40b04c <discovery@@Base+0x264>
  40b02c:	00000000 	nop
  40b030:	9203000a 	lbu	v1,10(s0)
  40b034:	14620005 	bne	v1,v0,40b04c <discovery@@Base+0x264>
  40b038:	00000000 	nop
  40b03c:	9203000b 	lbu	v1,11(s0)
  40b040:	10620016 	beq	v1,v0,40b09c <discovery@@Base+0x2b4>
  40b044:	00000000 	nop
  40b048:	24050006 	li	a1,6
  40b04c:	8f8681ec 	lw	a2,-32276(gp)
  40b050:	8f99828c 	lw	t9,-32116(gp)
  40b054:	0320f809 	jalr	t9
  40b058:	24070006 	li	a3,6
  40b05c:	8fbc0020 	lw	gp,32(sp)
  40b060:	1040000f 	beqz	v0,40b0a0 <discovery@@Base+0x2b8>
  40b064:	2ad601f9 	slti	s6,s6,505
  40b068:	8f8280d0 	lw	v0,-32560(gp)
  40b06c:	8c440000 	lw	a0,0(v0)
  40b070:	240200ca 	li	v0,202
  40b074:	afa20010 	sw	v0,16(sp)
  40b078:	02a02821 	move	a1,s5
  40b07c:	3c060041 	lui	a2,0x41
  40b080:	24c64bac 	addiu	a2,a2,19372
  40b084:	3c070041 	lui	a3,0x41
[31m  40b088:	8f9981c0 	lw	t9,fprintf[0m
  40b08c:	0320f809 	jalr	t9
  40b090:	24e75470 	addiu	a3,a3,21616
--
  40b6cc:	3c1c0043 	lui	gp,0x43
  40b6d0:	279ce140 	addiu	gp,gp,-7872
  40b6d4:	afbc0018 	sw	gp,24(sp)
  40b6d8:	00808821 	move	s1,a0
  40b6dc:	00a08021 	move	s0,a1
  40b6e0:	afa704fc 	sw	a3,1276(sp)
  40b6e4:	8fb30500 	lw	s3,1280(sp)
  40b6e8:	3c020041 	lui	v0,0x41
  40b6ec:	904254c0 	lbu	v0,21696(v0)
  40b6f0:	a3a20020 	sb	v0,32(sp)
  40b6f4:	27a40021 	addiu	a0,sp,33
  40b6f8:	00002821 	move	a1,zero
  40b6fc:	8f99812c 	lw	t9,-32468(gp)
  40b700:	0320f809 	jalr	t9
  40b704:	240603ff 	li	a2,1023
  40b708:	8fbc0018 	lw	gp,24(sp)
  40b70c:	8f8280d0 	lw	v0,-32560(gp)
  40b710:	8c440000 	lw	a0,0(v0)
  40b714:	24020b56 	li	v0,2902
  40b718:	afa20010 	sw	v0,16(sp)
  40b71c:	3c050041 	lui	a1,0x41
  40b720:	24a55490 	addiu	a1,a1,21648
  40b724:	3c060041 	lui	a2,0x41
  40b728:	24c654ac 	addiu	a2,a2,21676
  40b72c:	3c070041 	lui	a3,0x41
[31m  40b730:	8f9981c0 	lw	t9,fprintf[0m
  40b734:	0320f809 	jalr	t9
  40b738:	24e758c0 	addiu	a3,a3,22720
--
  40bfe0:	279ce140 	addiu	gp,gp,-7872
  40bfe4:	afbc0018 	sw	gp,24(sp)
  40bfe8:	00808021 	move	s0,a0
  40bfec:	00a0b821 	move	s7,a1
  40bff0:	00c0b021 	move	s6,a2
  40bff4:	10e00096 	beqz	a3,40c250 <landap_checkSiteSurveyRequest@@Base+0x29c>
  40bff8:	00e0a021 	move	s4,a3
  40bffc:	90920000 	lbu	s2,0(a0)
  40c000:	00129200 	sll	s2,s2,0x8
  40c004:	90820001 	lbu	v0,1(a0)
  40c008:	00529025 	or	s2,v0,s2
  40c00c:	90930012 	lbu	s3,18(a0)
  40c010:	00139a00 	sll	s3,s3,0x8
  40c014:	90820013 	lbu	v0,19(a0)
  40c018:	00539825 	or	s3,v0,s3
  40c01c:	3c150041 	lui	s5,0x41
  40c020:	26b55490 	addiu	s5,s5,21648
  40c024:	8f8280d0 	lw	v0,-32560(gp)
  40c028:	8c440000 	lw	a0,0(v0)
  40c02c:	24020af2 	li	v0,2802
  40c030:	afa20010 	sw	v0,16(sp)
  40c034:	02a02821 	move	a1,s5
  40c038:	3c060041 	lui	a2,0x41
  40c03c:	24c654ac 	addiu	a2,a2,21676
  40c040:	3c070041 	lui	a3,0x41
[31m  40c044:	8f9981c0 	lw	t9,fprintf[0m
  40c048:	0320f809 	jalr	t9
  40c04c:	24e758dc 	addiu	a3,a3,22748
  40c050:	8fbc0018 	lw	gp,24(sp)
  40c054:	00121200 	sll	v0,s2,0x8
  40c058:	3042ffff 	andi	v0,v0,0xffff
  40c05c:	00129202 	srl	s2,s2,0x8
  40c060:	00529025 	or	s2,v0,s2
  40c064:	3402fdfd 	li	v0,0xfdfd
  40c068:	1242000d 	beq	s2,v0,40c0a0 <landap_checkSiteSurveyRequest@@Base+0xec>
  40c06c:	02a02821 	move	a1,s5
  40c070:	8f8280d0 	lw	v0,-32560(gp)
  40c074:	8c440000 	lw	a0,0(v0)
  40c078:	24020af6 	li	v0,2806
  40c07c:	afa20010 	sw	v0,16(sp)
  40c080:	3c060041 	lui	a2,0x41
  40c084:	24c654ac 	addiu	a2,a2,21676
  40c088:	3c070041 	lui	a3,0x41
[31m  40c08c:	8f9981c0 	lw	t9,fprintf[0m
  40c090:	0320f809 	jalr	t9
  40c094:	24e758dc 	addiu	a3,a3,22748
  40c098:	1000006e 	b	40c254 <landap_checkSiteSurveyRequest@@Base+0x2a0>
  40c09c:	2402ffff 	li	v0,-1
  40c0a0:	00131200 	sll	v0,s3,0x8
  40c0a4:	3042ffff 	andi	v0,v0,0xffff
  40c0a8:	00139a02 	srl	s3,s3,0x8
  40c0ac:	00539825 	or	s3,v0,s3
  40c0b0:	24020001 	li	v0,1
  40c0b4:	1262000e 	beq	s3,v0,40c0f0 <landap_checkSiteSurveyRequest@@Base+0x13c>
  40c0b8:	26040006 	addiu	a0,s0,6
  40c0bc:	8f8280d0 	lw	v0,-32560(gp)
  40c0c0:	8c440000 	lw	a0,0(v0)
  40c0c4:	24020afc 	li	v0,2812
  40c0c8:	afa20010 	sw	v0,16(sp)
  40c0cc:	02a02821 	move	a1,s5
  40c0d0:	3c060041 	lui	a2,0x41
  40c0d4:	24c654ac 	addiu	a2,a2,21676
  40c0d8:	3c070041 	lui	a3,0x41
[31m  40c0dc:	8f9981c0 	lw	t9,fprintf[0m
  40c0e0:	0320f809 	jalr	t9
  40c0e4:	24e758dc 	addiu	a3,a3,22748
  40c0e8:	1000005a 	b	40c254 <landap_checkSiteSurveyRequest@@Base+0x2a0>
  40c0ec:	2402ffff 	li	v0,-1
  40c0f0:	24050006 	li	a1,6
  40c0f4:	8f8681ec 	lw	a2,-32276(gp)
  40c0f8:	8f99828c 	lw	t9,-32116(gp)
  40c0fc:	0320f809 	jalr	t9
  40c100:	24070006 	li	a3,6
  40c104:	8fbc0018 	lw	gp,24(sp)
  40c108:	1040000e 	beqz	v0,40c144 <landap_checkSiteSurveyRequest@@Base+0x190>
  40c10c:	2ad602ea 	slti	s6,s6,746
  40c110:	8f8280d0 	lw	v0,-32560(gp)
  40c114:	8c440000 	lw	a0,0(v0)
  40c118:	24020b0a 	li	v0,2826
  40c11c:	afa20010 	sw	v0,16(sp)
  40c120:	02a02821 	move	a1,s5
  40c124:	3c060041 	lui	a2,0x41
  40c128:	24c654ac 	addiu	a2,a2,21676
  40c12c:	3c070041 	lui	a3,0x41
[31m  40c130:	8f9981c0 	lw	t9,fprintf[0m
  40c134:	0320f809 	jalr	t9
  40c138:	24e758dc 	addiu	a3,a3,22748
--
  40c2a0:	afb00028 	sw	s0,40(sp)
  40c2a4:	3c1c0043 	lui	gp,0x43
  40c2a8:	279ce140 	addiu	gp,gp,-7872
  40c2ac:	afbc0018 	sw	gp,24(sp)
  40c2b0:	00808021 	move	s0,a0
  40c2b4:	00a0b021 	move	s6,a1
  40c2b8:	00c0a821 	move	s5,a2
  40c2bc:	90920000 	lbu	s2,0(a0)
  40c2c0:	00129200 	sll	s2,s2,0x8
  40c2c4:	90820001 	lbu	v0,1(a0)
  40c2c8:	00529025 	or	s2,v0,s2
  40c2cc:	90930012 	lbu	s3,18(a0)
  40c2d0:	00139a00 	sll	s3,s3,0x8
  40c2d4:	90820013 	lbu	v0,19(a0)
  40c2d8:	00539825 	or	s3,v0,s3
  40c2dc:	3c140041 	lui	s4,0x41
  40c2e0:	26945490 	addiu	s4,s4,21648
  40c2e4:	8f8280d0 	lw	v0,-32560(gp)
  40c2e8:	8c440000 	lw	a0,0(v0)
  40c2ec:	24020a9a 	li	v0,2714
  40c2f0:	afa20010 	sw	v0,16(sp)
  40c2f4:	02802821 	move	a1,s4
  40c2f8:	3c060041 	lui	a2,0x41
  40c2fc:	24c654ac 	addiu	a2,a2,21676
  40c300:	3c070041 	lui	a3,0x41
[31m  40c304:	8f9981c0 	lw	t9,fprintf[0m
  40c308:	0320f809 	jalr	t9
  40c30c:	24e758fc 	addiu	a3,a3,22780
  40c310:	8fbc0018 	lw	gp,24(sp)
  40c314:	00121200 	sll	v0,s2,0x8
  40c318:	3042ffff 	andi	v0,v0,0xffff
  40c31c:	00129202 	srl	s2,s2,0x8
  40c320:	00529025 	or	s2,v0,s2
  40c324:	3402fdfd 	li	v0,0xfdfd
  40c328:	1242000d 	beq	s2,v0,40c360 <landap_commit_setting@@Base+0xe0>
  40c32c:	02802821 	move	a1,s4
  40c330:	8f8280d0 	lw	v0,-32560(gp)
  40c334:	8c440000 	lw	a0,0(v0)
  40c338:	24020a9e 	li	v0,2718
  40c33c:	afa20010 	sw	v0,16(sp)
  40c340:	3c060041 	lui	a2,0x41
  40c344:	24c654ac 	addiu	a2,a2,21676
  40c348:	3c070041 	lui	a3,0x41
[31m  40c34c:	8f9981c0 	lw	t9,fprintf[0m
  40c350:	0320f809 	jalr	t9
  40c354:	24e758fc 	addiu	a3,a3,22780
  40c358:	1000006b 	b	40c508 <landap_commit_setting@@Base+0x288>
  40c35c:	2402ffff 	li	v0,-1
  40c360:	00131200 	sll	v0,s3,0x8
  40c364:	3042ffff 	andi	v0,v0,0xffff
  40c368:	00139a02 	srl	s3,s3,0x8
  40c36c:	00539825 	or	s3,v0,s3
  40c370:	24020001 	li	v0,1
  40c374:	1262000e 	beq	s3,v0,40c3b0 <landap_commit_setting@@Base+0x130>
  40c378:	26040006 	addiu	a0,s0,6
  40c37c:	8f8280d0 	lw	v0,-32560(gp)
  40c380:	8c440000 	lw	a0,0(v0)
  40c384:	24020aa4 	li	v0,2724
  40c388:	afa20010 	sw	v0,16(sp)
  40c38c:	02802821 	move	a1,s4
  40c390:	3c060041 	lui	a2,0x41
  40c394:	24c654ac 	addiu	a2,a2,21676
  40c398:	3c070041 	lui	a3,0x41
[31m  40c39c:	8f9981c0 	lw	t9,fprintf[0m
  40c3a0:	0320f809 	jalr	t9
  40c3a4:	24e758fc 	addiu	a3,a3,22780
  40c3a8:	10000057 	b	40c508 <landap_commit_setting@@Base+0x288>
  40c3ac:	2402ffff 	li	v0,-1
  40c3b0:	24050006 	li	a1,6
  40c3b4:	8f8681ec 	lw	a2,-32276(gp)
  40c3b8:	8f99828c 	lw	t9,-32116(gp)
  40c3bc:	0320f809 	jalr	t9
  40c3c0:	24070006 	li	a3,6
  40c3c4:	8fbc0018 	lw	gp,24(sp)
  40c3c8:	1040000e 	beqz	v0,40c404 <landap_commit_setting@@Base+0x184>
  40c3cc:	2ab50026 	slti	s5,s5,38
  40c3d0:	8f8280d0 	lw	v0,-32560(gp)
  40c3d4:	8c440000 	lw	a0,0(v0)
  40c3d8:	24020ab2 	li	v0,2738
  40c3dc:	afa20010 	sw	v0,16(sp)
  40c3e0:	02802821 	move	a1,s4
  40c3e4:	3c060041 	lui	a2,0x41
  40c3e8:	24c654ac 	addiu	a2,a2,21676
  40c3ec:	3c070041 	lui	a3,0x41
[31m  40c3f0:	8f9981c0 	lw	t9,fprintf[0m
  40c3f4:	0320f809 	jalr	t9
  40c3f8:	24e758fc 	addiu	a3,a3,22780
--
  40c550:	afb00028 	sw	s0,40(sp)
  40c554:	3c1c0043 	lui	gp,0x43
  40c558:	279ce140 	addiu	gp,gp,-7872
  40c55c:	afbc0018 	sw	gp,24(sp)
  40c560:	00808021 	move	s0,a0
  40c564:	00a08821 	move	s1,a1
  40c568:	00c0b021 	move	s6,a2
  40c56c:	90930000 	lbu	s3,0(a0)
  40c570:	00139a00 	sll	s3,s3,0x8
  40c574:	90820001 	lbu	v0,1(a0)
  40c578:	00539825 	or	s3,v0,s3
  40c57c:	90940012 	lbu	s4,18(a0)
  40c580:	0014a200 	sll	s4,s4,0x8
  40c584:	90820013 	lbu	v0,19(a0)
  40c588:	0054a025 	or	s4,v0,s4
  40c58c:	3c150041 	lui	s5,0x41
  40c590:	26b55490 	addiu	s5,s5,21648
  40c594:	8f8280d0 	lw	v0,-32560(gp)
  40c598:	8c440000 	lw	a0,0(v0)
  40c59c:	24020a39 	li	v0,2617
  40c5a0:	afa20010 	sw	v0,16(sp)
  40c5a4:	02a02821 	move	a1,s5
  40c5a8:	3c060041 	lui	a2,0x41
  40c5ac:	24c654ac 	addiu	a2,a2,21676
  40c5b0:	3c070041 	lui	a3,0x41
[31m  40c5b4:	8f9981c0 	lw	t9,fprintf[0m
  40c5b8:	0320f809 	jalr	t9
  40c5bc:	24e75914 	addiu	a3,a3,22804
  40c5c0:	8fbc0018 	lw	gp,24(sp)
  40c5c4:	00131200 	sll	v0,s3,0x8
  40c5c8:	3042ffff 	andi	v0,v0,0xffff
  40c5cc:	00139a02 	srl	s3,s3,0x8
  40c5d0:	00539825 	or	s3,v0,s3
  40c5d4:	3402fdfd 	li	v0,0xfdfd
  40c5d8:	1262000d 	beq	s3,v0,40c610 <landap_init_wifi_site_survey@@Base+0xe0>
  40c5dc:	02a02821 	move	a1,s5
  40c5e0:	8f8280d0 	lw	v0,-32560(gp)
  40c5e4:	8c440000 	lw	a0,0(v0)
  40c5e8:	24020a3d 	li	v0,2621
  40c5ec:	afa20010 	sw	v0,16(sp)
  40c5f0:	3c060041 	lui	a2,0x41
  40c5f4:	24c654ac 	addiu	a2,a2,21676
  40c5f8:	3c070041 	lui	a3,0x41
[31m  40c5fc:	8f9981c0 	lw	t9,fprintf[0m
  40c600:	0320f809 	jalr	t9
  40c604:	24e75914 	addiu	a3,a3,22804
  40c608:	10000072 	b	40c7d4 <landap_init_wifi_site_survey@@Base+0x2a4>
  40c60c:	2402ffff 	li	v0,-1
  40c610:	00141200 	sll	v0,s4,0x8
  40c614:	3042ffff 	andi	v0,v0,0xffff
  40c618:	0014a202 	srl	s4,s4,0x8
  40c61c:	0054a025 	or	s4,v0,s4
  40c620:	24020001 	li	v0,1
  40c624:	1282000e 	beq	s4,v0,40c660 <landap_init_wifi_site_survey@@Base+0x130>
  40c628:	26040006 	addiu	a0,s0,6
  40c62c:	8f8280d0 	lw	v0,-32560(gp)
  40c630:	8c440000 	lw	a0,0(v0)
  40c634:	24020a43 	li	v0,2627
  40c638:	afa20010 	sw	v0,16(sp)
  40c63c:	02a02821 	move	a1,s5
  40c640:	3c060041 	lui	a2,0x41
  40c644:	24c654ac 	addiu	a2,a2,21676
  40c648:	3c070041 	lui	a3,0x41
[31m  40c64c:	8f9981c0 	lw	t9,fprintf[0m
  40c650:	0320f809 	jalr	t9
  40c654:	24e75914 	addiu	a3,a3,22804
  40c658:	1000005e 	b	40c7d4 <landap_init_wifi_site_survey@@Base+0x2a4>
  40c65c:	2402ffff 	li	v0,-1
  40c660:	24050006 	li	a1,6
  40c664:	8f8681ec 	lw	a2,-32276(gp)
  40c668:	8f99828c 	lw	t9,-32116(gp)
  40c66c:	0320f809 	jalr	t9
